date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:47:16	119/119	---M-Z	200	added ('OK')	text/plain	etag:%225ba1e8c0-74%22	https://www.eazydiner.com/robots.txt		(from )
16:47:17	184257/184257	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2011:47:19%20GMT	https://www.eazydiner.com/	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/www.eazydiner.com/index.html	(from )
16:47:17	794/794	---M--	200	added ('OK')	image/png	etag:%2259f090df-31a%22	https://www.eazydiner.com/images/favicon.png	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/www.eazydiner.com/images/favicon.png	(from https://www.eazydiner.com/)
16:47:18	127064/127064	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2011:47:21%20GMT	https://www.eazydiner.com/amp	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/www.eazydiner.com/amp.html	(from https://www.eazydiner.com/)
16:47:19	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2024%20Jan%202020%2011:47:22%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/www.googletagmanager.com/gtm.25445.delayed	(from https://www.eazydiner.com/)
16:47:21	73659/73659	---M-Z	200	added ('OK')	text/javascript	etag:%2229db6394d3c03b6eb0ec123e3cd91985%22	https://cdn.branch.io/branch-latest.min.js	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/cdn.branch.io/branch-latest.min.js	(from https://www.eazydiner.com/)
16:47:22	128769/128769	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2024%20Jan%202020%2011:47:24%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/connect.facebook.net/en_US/fbevents.js	(from https://www.eazydiner.com/)
16:47:22	21296/21296	---M-Z	200	added ('OK')	text/css	etag:W/%225cadca10-5330%22	https://www.eazydiner.com/plugins/intl-tel-input/build/css/intlTelInput.css	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/www.eazydiner.com/plugins/intl-tel-input/build/css/intlTelInput.css	(from https://www.eazydiner.com/)
16:47:23	52487/52487	---M-Z	200	added ('OK')	text/css	etag:W/%225e297dd6-cd07%22	https://www.eazydiner.com/build/web/groot/css/base.css?id=4ada49317fd4f303c369	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/www.eazydiner.com/build/web/groot/css/base3fa6.css	(from https://www.eazydiner.com/)
16:47:26	174369/174369	---M--	200	added ('OK')	image/png	etag:%222a921-577f0a8f51886%22	https://intl-tel-input.com/node_modules/intl-tel-input/build/img/flags@2x.png	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/intl-tel-input.com/node_modules/intl-tel-input/build/img/flags@2x.png	(from https://www.eazydiner.com/)
16:47:26	12419/12419	---M-Z	200	added ('OK')	text/css	etag:W/%225e297dd9-3083%22	https://www.eazydiner.com/build/web/groot/css/home.css?id=1365eda83088d32a18a8	C:/Users/Ashfahan/OneDrive/Desktop/www.eazydiner.com/www.eazydiner.com/www.eazydiner.com/build/web/groot/css/home2d09.css	(from https://www.eazydiner.com/)
